locator_domain,location_name,street_address,city,state,zip,country_code,store_number,phone,location_type,naics_code,latitude,longitude,hours_of_operation
brusters.com,Etters,560 Financial Way,Etters,PA,17319,US,222,,,,40.1764692,-76.83463859999999,
brusters.com,North Knoxville,906 East Emory Road,Knoxville,TN,37938,US,223,,,,36.0559039,-83.9862686,
brusters.com,Carolina Forest,3784 Renee Drive,Myrtle Beach,SC,29579,US,226,,,,33.759181,-78.96441930000002,
brusters.com,Jimmy Carter,6359 Jimmy Carter Blvd.,Norcross,GA,30071,US,227,,,,33.9315449,-84.22147799999999,
brusters.com,Prattville,1710 E. Main Street,Prattville,AL,36066,US,229,,,,35.8406742,-86.3636927,
brusters.com,Bell Creek,8309 Bell Creek Road,Mechanicsville,VA,23116,US,230,,,,37.6352187,-77.357209,
brusters.com,Greer,405 S. Buncombe Road,Greer,SC,29650,US,232,,,,34.9347559,-82.25240939999999,
brusters.com,Georgetown,104 N. Bradford Ln.,Georgetown,KY,40324,US,236,,,,38.1938279,-84.56232560000001,
brusters.com,Vestavia Hills,1008 Vestavia Parkway,Vestavia Hills,AL,35216,US,241,,,,33.4193093,-86.79965070000002,
brusters.com,Winter Springs,295 East State Road 434,Winter Springs,FL,32708,US,242,,,,28.6985973,-81.3020088,
brusters.com,Spring,7939 Louetta Road,Spring,TX,77379,US,247,,,,30.015116,-95.5336468,
