locator_domain,location_name,street_address,city,state,zip,country_code,store_number,phone,location_type,naics_code,latitude,longitude,hours_of_operation
shopnsavefood.com,,Route 30 & Lewis Avenue,Jeannette,PA,15644,US,174,,Gas Station,,40.37457,-79.40791,
shopnsavefood.com,,1110 Lowry Ave,Jeannette,PA,15644,US,351,,Gas Station,,40.3148633,-79.6190527,
shopnsavefood.com,,8650 Sharpsburg Pike,Fairplay,MD,21733,US,328,,Gas Station,,39.553678,-77.737943,
shopnsavefood.com,,344 Route 51,Large,PA,15025,US,175,,Gas Station,,40.3060219,-79.9352102,
shopnsavefood.com,,6481 Frankstown Road,Pittsburgh,PA,15206,US,159,,Gas Station,,40.4607869,-79.9139416,
shopnsavefood.com,,1910 Dailey Avenue ,Latrobe,PA,15650,US,58,,,,40.309574,-79.372981,
shopnsavefood.com,,124 Lloyd Avenue,Latrobe,PA,15650,US,176,,Gas Station,,40.35577,-79.42196,
shopnsavefood.com,,"""3963 Route 30, Box 211""",Latrobe,PA,15650,US,177,,Gas Station,,40.35577,-79.42196,
shopnsavefood.com,,Lincoln Ave & James Street,Latrobe,PA,15650,US,178,,Gas Station,,40.35577,-79.42196,
shopnsavefood.com,,450 56th Street ,Pittsburgh,PA,15201,US,89,,,,40.48438,-79.947574,
shopnsavefood.com,,5013 Butler Street,Pittsburgh,PA,15201,US,179,,Gas Station,,40.4783131,-79.9562027,
shopnsavefood.com,,265 Market Street,Leechburg,PA,15656,US,180,,Gas Station,,40.63896,-79.61096,
shopnsavefood.com,,213 Pike St.,Barrackville,WV,26559,US,264,,Gas Station,,39.5039551,-80.167091,
shopnsavefood.com,,Rt. 310 East Grafton Rd.,Fairmont,WV,26554,US,260,,Gas Station,,39.49411,-80.22128,
shopnsavefood.com,,I-79 Exit 139 Prickett's Fort,Fairmont,WV,26554,US,262,,Gas Station,,39.49411,-80.22128,
shopnsavefood.com,,2395 White Hall Blvd,Fairmont,WV,26554,US,261,,Gas Station,,39.435618,-80.183637,
shopnsavefood.com,,2988 White Hall Blvd,Fairmont,WV,26554,US,263,,Gas Station,,39.49411,-80.22128,
shopnsavefood.com,,7530 Huskey Hwy Rt. 250,North Farmington,WV,26571,US,266,,Gas Station,,39.50665,-80.25258,
shopnsavefood.com,,6 East Gate Plaza Rt. 7,Morgantown,WV,26505,US,267,,Gas Station,,39.59532,-79.92287,
shopnsavefood.com,,1314 Grafton Rd,Morgantown,WV,26508,US,268,,Gas Station,,39.59532,-79.92287,
shopnsavefood.com,,675 Castle Creek Drive,Mars,PA,16046,US,181,,Gas Station,,40.6849606,-80.0662502,
shopnsavefood.com,,19090 Perry Highway,Mars,PA,16046,US,182,,Gas Station,,40.67387,-80.0974133,
shopnsavefood.com,,R.D. #1 Box 30,Masontown,PA,15461,US,183,,Gas Station,,39.94577,-79.68183,
shopnsavefood.com,,9100 Perry Highway,Pittsburgh,PA,15237,US,210,,Gas Station,,40.5723509,-80.0365907,
shopnsavefood.com,,351 Stanhope Street,Pittsburgh,PA,15204,US,184,,Gas Station,,40.4633641,-80.0562387,
shopnsavefood.com,,2105 Walnut Street,McKeesport,PA,15132,US,185,,Gas Station,,40.40726,-80.04802,
shopnsavefood.com,,600 Lysle Boulevard,McKeesport,PA,15132,US,186,,Gas Station,,40.40726,-80.04802,
shopnsavefood.com,,120 East McMurray Road,McMurray,PA,15317,US,187,,Gas Station,,40.2725393,-80.1257361,
shopnsavefood.com,,1329 Babcock Blvd,Millvale,PA,15209,US,188,,Gas Station,,40.4957371,-79.9768987,
shopnsavefood.com,,300 Grant Avenue,Millvale,PA,15209,US,189,,Gas Station,,40.4795703,-79.9721353,
shopnsavefood.com,,1855 Haymaker Road,Monroeville,PA,15146,US,190,,Gas Station,,40.54811,-80.23688,
shopnsavefood.com,,2700 Mosside Blvd,Monroeville,PA,15147,US,343,,Gas Station,,40.4342471,-79.7535382,
shopnsavefood.com,,Route 220 N MainSt,Moorefield,WV,26836,US,66,,,,39.072595,-78.965564,
shopnsavefood.com,,210 North Diamond Street ,Mt. Pleasant,PA,15666,US,68,,,,40.151456,-79.538162,
shopnsavefood.com,,125 Virginia Ave,Pittsburgh,PA,15211,US,90,,,,40.429554,-80.008192,
shopnsavefood.com,,1630 Cochran Road,Pittsburgh,PA,15220,US,191,,Gas Station,,40.3904987,-80.0587845,
shopnsavefood.com,,339 Cochran Road,Mount Lebanon,PA,15228,US,192,,Gas Station,,40.3826624,-80.0525753,
shopnsavefood.com,,1710 Washington Road,Pittsburgh,PA,15241,US,244,,Gas Station,,40.348262,-80.0517043,
shopnsavefood.com,,1643 Arlington (At 18th St),Pittsburgh,PA,15210,US,193,,Gas Station,,40.417915,-79.9850892,
shopnsavefood.com,,427 Brownsville Road,Mount Oliver,PA,15210,US,194,,Gas Station,,40.4122307,-79.9873363,
shopnsavefood.com,,819 W. Main Street,Mt. Pleasant,PA,15666,US,195,,Gas Station,,40.20221,-79.60998,
shopnsavefood.com,,304 Virginia Ave.,Pittsburgh,PA,15211,US,196,,Gas Station,,40.4313433,-80.0107503,
shopnsavefood.com,,5204 Interboro Avenue,Pittsburgh,PA,15207,US,197,,Gas Station,,40.3702181,-79.9131837,
shopnsavefood.com,,4536 William Penn Highway,Murrysville,PA,15668,US,69,,,,40.425571,-79.672127,
shopnsavefood.com,,3980 Wm Penn Highway,Murrysville,PA,15668,US,198,,Gas Station,,40.42329,-79.66328,
shopnsavefood.com,,15 Fayette St. at I-70,North Belle Vernon,PA,15012,US,199,,Gas Station,,40.07026,-79.60342,
shopnsavefood.com,,823 Warm Springs Rd.,Martinsburg,WV,25401,US,323,,Gas Station,,39.490707,-77.958022,
shopnsavefood.com,,903 Lincoln Hwy,North Versailles,PA,15137,US,200,,Gas Station,,40.3787891,-79.8068157,
shopnsavefood.com,,136 South Main Street,Naples,NY,14512,US,71,,,,42.613844,-77.402716,
shopnsavefood.com,,1717 Wilmington Road,New Castle,PA,16105,US,201,,Gas Station,,41.02405,-80.34544,
shopnsavefood.com,,719 E. Washington Road,New Castle,PA,16101,US,202,,Gas Station,,40.96451,-80.30073,
shopnsavefood.com,,336 City Central Plaza,New Kensington,PA,15068,US,73,,,,40.564371,-79.765908,
shopnsavefood.com,,2033 Freeport Rd. & Murray Ave.,New Kensington,PA,15068,US,203,,Gas Station,,40.47882,-79.5815,
shopnsavefood.com,,298 Freeport Street,New Kensington,PA,15068,US,204,,Gas Station,,40.47882,-79.5815,
shopnsavefood.com,,Rt. 366 & Caldwell,New Kensington,PA,15068,US,205,,Gas Station,,40.47882,-79.5815,
shopnsavefood.com,,6718 National Pke (RT 40),New Salem,PA,15468,US,206,,Gas Station,,39.94183,-79.84103,
shopnsavefood.com,,106 N. Center Street,New Stanton,PA,15672,US,207,,Gas Station,,40.24375,-79.65843,
shopnsavefood.com,,37 Ridge Road,Newton Falls,OH,44444,US,74,,,,41.190399,-80.978855,
shopnsavefood.com,,2103 Noblestown Road ,Pittsburgh,PA,15205,US,91,,,,40.4306668,-80.05415,
shopnsavefood.com,,1826 River Road,North Apollo,PA,15673,US,208,,Gas Station,,40.5970811,-79.5593597,
shopnsavefood.com,,9299 Route 30,North Huntington,PA,15642,US,211,,Gas Station,,40.3223158,-79.6950426,
shopnsavefood.com,,310 Cedar Avenue,Pittsburgh,PA,15212,US,220,,Gas Station,,40.451364,-80.0005781,
shopnsavefood.com,,12120 US Route 30,North Huntingdon,PA,15642,US,353,,,,40.3316059,-79.7439798,
shopnsavefood.com,,9045 Route 408,Nunda,NY,14517,US,77,,,,42.58843,-77.940209,
shopnsavefood.com,,406 Weber Road,Oaklane ,MD,21550,US,278,,,,39.401942,-79.391225,
shopnsavefood.com,,4313 Walnut Street Store Front #4,McKeesport,PA,15132,US,63,,,,40.321469,-79.835544,
shopnsavefood.com,,601 McNeilly Rd.,Pittsburgh,PA,15226,US,213,,Gas Station,,40.40014,-80.01607,
shopnsavefood.com,,611 E. Main St. Rt. 31,Palmyra,NY,14522,US,79,,,,43.062711,-77.220669,
shopnsavefood.com,,302 D&W Lane,Parsons,WV,26287,US,80,,,,39.097445,-79.680963,
shopnsavefood.com,,2820 Universal Road ,Pittsburgh,PA,15235,US,92,,,,40.478333,-79.784686,
shopnsavefood.com,,600 Rodi Road,Pittsburgh,PA,15235,US,214,,Gas Station,,40.4493014,-79.8273842,
shopnsavefood.com,,6500 Saltsburg Road,Penn Hills Township,PA,15235,US,215,,Gas Station,,40.3986,-80.00085,
shopnsavefood.com,,3899 Old William Penn Highway,Pittsburgh,PA,15235,US,216,,Gas Station,,40.4441851,-79.8135287,
shopnsavefood.com,,442 Virginia Avenue,Petersburg,WV,26847,US,81,,,,38.993939,-79.111991,
shopnsavefood.com,,1 Swamp Lane,Philippi,WV,26416,US,82,,,,39.144873,-80.03583,
shopnsavefood.com,,1130 Perry Highway ,Pittsburgh,PA,15237,US,93,,,,40.547657,-80.036406,
shopnsavefood.com,,Broadway & Center Street,Pitcairn,PA,15140,US,217,,Gas Station,,40.401518,-79.7765612,
shopnsavefood.com,,730 East Pittsburgh Street ,Greensburg,PA,15601,US,52,,,,40.302636,-79.524944,
shopnsavefood.com,,2350 Centre Avenue,Pittsburgh,PA,15219,US,224,,Gas Station,,40.37535,-80.01707,
shopnsavefood.com,,195 North Craig Street,Pittsburgh,PA,15213,US,221,,Gas Station,,40.449451,-79.9509173,
shopnsavefood.com,,301 Craft Avenue,Pittsburgh,PA,15213,US,222,,Gas Station,,40.4356181,-79.9608687,
shopnsavefood.com,,2401 East Carson St.,Pittsburgh,PA,15203,US,218,,Gas Station,,40.4285057,-79.9708035,
shopnsavefood.com,,104 Clairton Boulevard,Pleasant Hills,PA,15236,US,225,,Gas Station,,40.3387026,-79.9598431,
shopnsavefood.com,,575 Old Clairton Rd,Pleasant Hills,PA,15236,US,228,,Gas Station,,40.3259741,-79.9561947,
shopnsavefood.com,,649 Old Clairton Rd,Pleasant Hills,PA,15236,US,322,,,,40.3242622,-79.9590808,
shopnsavefood.com,,255 Unity Center Road,Pittsburgh,PA,15239,US,237,,Gas Station,,40.4899975,-79.7805172,
shopnsavefood.com,,50 West Mill Street,Port Allegany,PA,16743,US,98,,,,41.809852,-78.282373,
shopnsavefood.com,,22727 Rt. 119,Punxsutawney,PA,15767,US,276,,Gas Station,,40.94453,-78.97984,
shopnsavefood.com,,201 North Hampton Ave,Punxsutawney,PA,15767,US,284,,,,40.945635,-78.967519,
shopnsavefood.com,,PO Box 680 ,Reedsville,WV,26547,US,99,,,,39.512947,-79.806318,
shopnsavefood.com,,37 Ridge Road,Newton Falls,OH,44444,US,297,,Gas Station,,41.1901527,-80.9811211,
shopnsavefood.com,,854 Ohio River Blvd.,Rochester,PA,15074,US,229,,Gas Station,,40.68647,-80.32653,
shopnsavefood.com,,184 Rochester Rd ,Pittsburgh,PA,15229,US,94,,,,40.520166,-80.017787,
shopnsavefood.com,,3278 Babcock Blvd.,Pittsburgh,PA,15237,US,209,,Gas Station,,40.5303765,-80.0177849,
shopnsavefood.com,,815 Fifth Avenue,McKeesport,PA,15132,US,64,,,,40.354099,-79.856443,
shopnsavefood.com,,600 Willowbrook Plaza,Belle Vernon,PA,15012,US,29,,,,40.184775,-79.810299,
shopnsavefood.com,,3405 Street Route 51 (Intersection of I-70 & 51),Rostraver,PA,15012,US,230,,Gas Station,,40.1580775,-79.7775583,
shopnsavefood.com,,990 North Main Street ,Greensburg,PA,15601,US,53,,,,40.326737,-79.546273,
shopnsavefood.com,,"RD #3, 5375 William Flynn Highway ",Gibsonia,PA,15044,US,48,,,,40.619963,-79.944656,
shopnsavefood.com,,Box 67 Deer Lakes Plaza ,Russellton,PA,15076,US,101,,,,40.613952,-79.837303,
shopnsavefood.com,,543 Salt Street ,Saltsburg,PA,15681,US,102,,,,40.486192,-79.450765,
shopnsavefood.com,,2687 Rt. 286 (2937),Saltsburg,PA,15681,US,232,,Gas Station,,40.54287,-79.3978,
shopnsavefood.com,,800 Water Street,Scottsdale,PA,15683,US,233,,Gas Station,,40.1093501,-79.5847636,
shopnsavefood.com,,1620 Babcock Blvd.,Pittsburgh,PA,15209,US,95,,,,40.499222,-79.979364,
shopnsavefood.com,,1449 South Potomac Rd.,Hagerstown,MD,21740,US,329,,Gas Station,,39.609499,-77.729859,
shopnsavefood.com,,"115 North Mill St., PO Box 119",Shinglehouse,PA,16748,US,103,,,,41.963607,-78.190212,
shopnsavefood.com,,25 Main Street,Smithfield,PA,15478,US,234,,Gas Station,,39.8042271,-79.8050047,
shopnsavefood.com,,22507 Jefferson Blvd,Smithsburg,MD,21783,US,333,,Gas Station,,39.642323,-77.585341,
shopnsavefood.com,,368 N. Main St.,Hubbard,Oh,44425,US,124,,Gas Station,,41.160968,-80.569429,
shopnsavefood.com,,917 Butler Street,Pittsburgh,PA,15223,US,120,,Gas Station,,40.511424,-79.949159,
shopnsavefood.com,,184 Rochester Rd,Pittsburgh,PA,15229,US,123,,Gas Station,,40.43443,-80.02481,
shopnsavefood.com,,3335 William Penn Highway,Pittsburgh,PA,15235,US,122,,Gas Station,,40.432257,-79.8162104,
shopnsavefood.com,,1208 Fairmont Ave,Fairmont,WV,26554,US,285,,Gas Station,,39.468470,-80.155097,
shopnsavefood.com,,1501 Locust St.,Fairmont,WV,26554,US,269,,Gas Station,,39.49411,-80.22128,
shopnsavefood.com,,5660 Brownsville Rd.,South Park,PA,15236,US,236,,Gas Station,,40.330742,-79.9876707,
shopnsavefood.com,,3850 Washington Ave,Finleyville,PA,15332,US,350,,Gas Station,,40.25327,-80.0016854,
shopnsavefood.com,,"PO Box 107, Rt 7 W",Terra Alta,WV,26764,US,105,,,,39.44481,-79.533892,
shopnsavefood.com,,206 Walden Avenue,Tiltonsville,OH,43963,US,106,,,,40.172791,-80.696683,
shopnsavefood.com,,2013 Morgantown Rd.,Uniontown,PA,15437,US,239,,Gas Station,,39.79741,-79.59676,
shopnsavefood.com,,55 Morgantown Street,Uniontown,PA,15401,US,240,,Gas Station,,39.94488,-79.77006,
shopnsavefood.com,,55 Connellsville Road,Uniontown,PA,15401,US,241,,Gas Station,,39.94488,-79.77006,
shopnsavefood.com,,417 W. Main St. (formerly Bob's),Uniontown,PA,15401,US,242,,Gas Station,,39.94488,-79.77006,
shopnsavefood.com,,2520 Washington Road,Bethel Park,PA,15241,US,132,,Gas Station,,40.33226,-80.08102,
shopnsavefood.com,,127 McMurray Road,Pittsburgh,PA,15241,US,243,,Gas Station,,40.3265301,-80.0655327,
shopnsavefood.com,,600 Hancock Street,Vandergrift,PA,15690,US,245,,Gas Station,,40.40041,-79.54685,
shopnsavefood.com,,280 Hulton Road,Verona,PA,15147,US,246,,Gas Station,,40.35146,-80.01157,
shopnsavefood.com,,150 Walnut Hill Road ,Uniontown,PA,15401,US,107,,,,39.882013,-79.736173,
shopnsavefood.com,,125 W. Beau St.,Washington,PA,15301,US,108,,,,40.170758,-80.248711,
