locator_domain,location_name,street_address,city,state,zip,country_code,latitude,longitude
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Brentwood,3299 Saw Mill Run Boulevard,Brentwood,PA,15227,US,40.38051,-79.96672
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Bridgeville,1001 Washington Pike - Route 50,Bridgeville,PA,15017,US,40.35458,-80.09134
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Bridgeville,140 Miller Run Road,Bridgeville,PA,15017,US,40.35458,-80.09134
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Brookline,533 Brookline Boulevard,Brookline,PA,15226,US,40.3958975,-80.0225857
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Brookline,1640 Saw Mill Run Road,Pittsburgh,PA,15210,US,40.396446,-79.998606
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Brownsville,1119 Brownsville Rd,Pittsburgh,PA,15210,US,40.405146,-79.990705
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Brownsville,565 High & Broad Streets,Brownsville,PA,15417,US,39.92161,-79.69047
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Burhans Blvd. Exxon,301 N. Burhans Blvd.,Hagerstown,MD,21741,US,39.649420,-77.724219
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Buttermilk Hollow,4647 Buttermilk Hollow Road,West Mifflin,PA,15122,US,40.35719,-79.910345
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Canonsburg,617 West Pike Street ,Canonsburg,PA,15317,US,40.257422,-80.204701
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Canonsburg,404 West Pike Street,Canonsburg,PA,15317,US,40.1557,-80.12842
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Canonsburg,2300 Hill Church / Houston Rd.,Canonsburg,PA,15317,US,40.1557,-80.12842
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Carmichaels,560 Route 88 ,Carmichaels,PA,15320,US,39.881091,-79.967229
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Castle Shannon,799 Castle Shannon Blvd ,Pittsburgh,PA,15234,US,40.368569,-80.028126
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Castle Shannon,3505 Library Road,Castle Shannon,PA,15234,US,40.366413,-80.0145257
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Castle Shannon,3646 Library Road,Castle Shannon,PA,15234,US,"40.365042
","-80.0200782
"
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Cecil,3232 Millers Run Road (Winkle's Pit Stop),Cecil,PA,15321,US,40.3270248,-80.1911507
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Century Square,2381 Mountain View Drive ,West Mifflin,PA,15122,US,40.346544,-79.943604
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Cheswick,1001 Pittsburgh Street,Cheswick,PA,15024,US,40.43443,-80.02481
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Clarksburg,"""15389 Route 286, Highway W""",Clarksburg,PA,15725,US,40.5355325,-79.3771621
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Coraopolis,6700 University Blvd,Coraopolis,PA,15108,US,40.46926,-80.14022
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Coudersport,7 West Second St.,Coudersport,PA,16915,US,41.774624,-78.02222
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Crabtree,226 Roosevelt Way,Crabtree,PA,15670,US,40.363528,-79.468942
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Crafton,113 Noble Avenue,Pittsburgh,PA,15205,US,40.4348262,-80.0655022
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Crafton,2373 Noblestown Road,Pittsburgh,PA,15205,US,40.4322,-80.1021
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Cranberry Township,1197 Freedom Road,Cranberry Twp.,PA,16066,US,40.682677,-80.117716
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Cranberry Twp,1165 Freedom,Cranberry,PA,16066,US,40.682667,-80.127353
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Cresson,1213 Second Avenue ,Cresson,PA,16630,US,40.459618,-78.591481
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Davis Express,371 Williams Avenue ,Davis,WV,26260,US,39.045186,-79.405575
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Deep Creek,24586 Garrett Highway,McHenry,MD,21541,US,39.561815,-79.357531
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Delmont,2394 St Rte 66,Delmont,PA,15626,US,40.36131,-79.57142
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Derry,5556 Route 982,Derry,PA,15627,US,40.35022,-79.40205
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Devines,529 North Main Street ,Hubbard,OH,44425,US,41.163536,-80.568967
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Dormont,3100 West Liberty Avenue,Dormont,PA,15216,US,40.3916034,-80.0389877
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Dual Hwy. Exxon,1701 Dual Highway,Hagerstown,MD,21740,US,39.615847,-77.692959
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Duquesne,825 Duquesne Boulevard,Duquesne,PA,15110,US,40.37206,-79.85382
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,East Liberty,121 N Negley Avenue,Pittsburgh,PA,15203,US,40.464328,-79.930481
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,East Liberty,514 N Highland Ave,Pittsburgh,PA,15206,US,40.4662891,-79.9223366
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,East Pittsburgh,Route 30 & Centre,Pittsburgh,PA,15112,US,40.43443,-80.02481
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,East Rochester,750 Ohio River Blvd.,Rochester,PA,15074,US,40.699121,-80.272744
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,"Economy, Freedon & Baden Area",Rt. 989 & 2250 Conway Wallrose Run Rd.,Economy,PA,15005,US,40.61841,-80.2041
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Elkins Express,1513 Harrison Avenue ,Elkins,WV,26241,US,38.931672,-79.86685
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Export Sunoco,5690 William Penn Highway,Export,PA,15632,US,40.4130246,-79.6334408
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Fairchance,58 West Church Street ,Fairchance,PA,15436,US,39.820683,-79.754627
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Farmington,4142 National Pike,Farmington,PA,15437,US,39.79741,-79.59676
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Fillmore,44 Genesee St.,Fillmore,NY,14735,US,42.461634,-78.112364
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Franklin SNS Crosby's Shell,151 North 13th St.,Franklin,PA,16323,US,41.404710,-79.832529
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Fredrick St. AC&T,724 Fredrick St.,Hagerstown,MD,21740,US,39.628264,-77.715301
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Galeton,28 West Street,Galeton,PA,16922,US,41.733949,-77.649951
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Garland Groh AC&T,18141 Garland Groh Blvd.,Hagerstown,MD,21742,US,39.662987,-77.744941
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Gibsonia,5600 Williams Flynn Highway,Gibsonia,PA,15044,US,40.43443,-80.02481
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Glenshaw,917 Butler Street,Pittsburgh,PA,15223,US,40.511674,-79.948062
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Glenshaw,1020 Mt Royal Blvd,Pittsburgh,PA,15223,US,40.5174163,-79.9589694
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Gold Crown,1309 Shoemaker Avenue,Nanty Glo,PA,15943,US,40.467601,-78.836324
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Gowanda,10 Buffalo Street,Gowanda,NY,14070,US,42.464436,-78.934793
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Grafton Express,57 Maple Avenue,Grafton,WV,26354,US,39.337617,-80.024006
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Grantsville,3249 Chestnut Ridge Road,Grantsville,MD,21536,US,39.697347,-79.09873
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Greensburg,31 Mt Pleasant Street,Greensburg,PA,15601,US,40.34701,-79.50072
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Greensburg,311 W. Otterman Street,Greensburg,PA,15601,US,40.34701,-79.50072
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Greensburg,5099 Route 30,Greensburg,PA,15601,US,40.34701,-79.50072
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Greensburg,140 W Pittsburgh Street,Greensburg,PA,15601,US,40.34701,-79.50072
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Greensburg,Humphrey & Todd Rds.,Greensburg,PA,15601,US,40.34701,-79.50072
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Handy Mart  #11,202 S. Commerce Ave.,Front Royal,VA,22630,US,38.916128,-78.185292
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Handy Mart  #14,992 Millwood Pike,Winchester,VA,22602,US,39.160273,-78.154505
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Handy Mart  #17,1208 Berryville Ave.,Winchester,VA,22601,US,39.185491,-78.139929
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Handy Mart  #18,1462 N. Fredrick Pike,Winchester,VA,22603,US,39.210364,-78.177820
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Handy Mart  #19,760 Warriors Ave.,Stephens City,VA,22655,US,39.095492,-78.178237
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Handy Mart  #5,1611 Senseny Rd.,Winchester,VA,22601,US,39.168635,-78.132815
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Handy Mart  #6,2605 Valley Ave.,Winchester,VA,22601,US,39.155962,-78.187158
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Handy Mart #21,8153 John Mosby Hwy,Boyce,VA,22620,US,39.082226,-78.083824
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Harrisville Express,1617 E Main St,Harrisville,WV,26362,US,39.216029,-81.039619
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Haymaker Village,4548 Broadway Blvd ,Monroeville,PA,15146,US,40.39044,-79.765956
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Heidelberg,2100 Washington Pike ,Carnegie,PA,15106,US,40.386926,-80.092413
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Helds,Rt. 66 & 16th Street ,North Apollo,PA,15673,US,40.594517,-79.560907
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Herminie,3331 Clay Pike,Herminie,PA,15637,US,40.2661321,-79.7208425
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Holiday Park,"2362 Route 286, Holiday Park Center",Pittsburgh,PA,15239,US,40.462907,-79.705591
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,"Homestead, Munhall",2907 Homestead Duquesne,Munhall,PA,15120,US,40.3913151,-79.8937517
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Horseheads Jubilee,2898 Westinghouse Road,Horseheads,NY,14845,US,42.176079,-76.836319
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Houtzdale Express,541 Spring Street,Houtzdale,PA,16651,US,40.826784,-78.343291
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Imperial,600 Market Place Drive ,Oakdale,PA,15071,US,40.496309,-80.224915
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Irwin,12970 Route 30,Irwin,PA,15642,US,40.36502,-79.58406
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Irwin,9616 Route 30,Irwin,PA,15642,US,40.36502,-79.58406
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Jeannette,1275 College Ave,Jeannette,PA,15644,US,40.37457,-79.40791
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Jeannette,Route 30 & Lewis Avenue,Jeannette,PA,15644,US,40.37457,-79.40791
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Jeannette,1110 Lowry Ave,Jeannette,PA,15644,US,40.3148633,-79.6190527
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Lappans AC&T,8650 Sharpsburg Pike,Fairplay,MD,21733,US,39.553678,-77.737943
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Large,344 Route 51,Large,PA,15025,US,40.3060219,-79.9352102
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Larimer,6481 Frankstown Road,Pittsburgh,PA,15206,US,40.4607869,-79.9139416
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Latrobe,1910 Dailey Avenue ,Latrobe,PA,15650,US,40.309574,-79.372981
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Latrobe,124 Lloyd Avenue,Latrobe,PA,15650,US,40.35577,-79.42196
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Latrobe,"""3963 Route 30, Box 211""",Latrobe,PA,15650,US,40.35577,-79.42196
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Latrobe,Lincoln Ave & James Street,Latrobe,PA,15650,US,40.35577,-79.42196
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Lawrenceville,450 56th Street ,Pittsburgh,PA,15201,US,40.48438,-79.947574
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Lawrenceville,5013 Butler Street,Pittsburgh,PA,15201,US,40.4783131,-79.9562027
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Leechburg,265 Market Street,Leechburg,PA,15656,US,40.63896,-79.61096
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Little General - Barrackville,213 Pike St.,Barrackville,WV,26559,US,39.5039551,-80.167091
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Little General - Cheat Lake SNS,Rt. 310 East Grafton Rd.,Fairmont,WV,26554,US,39.49411,-80.22128
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Little General - East Fairmont SNS,I-79 Exit 139 Prickett's Fort,Fairmont,WV,26554,US,39.49411,-80.22128
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Little General - Fairmont,2395 White Hall Blvd,Fairmont,WV,26554,US,39.435618,-80.183637
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Little General - Mannington SNS,2988 White Hall Blvd,Fairmont,WV,26554,US,39.49411,-80.22128
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Little General - South Fairmont SNS,7530 Huskey Hwy Rt. 250,North Farmington,WV,26571,US,39.50665,-80.25258
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Little General - South Fairmont SNS,6 East Gate Plaza Rt. 7,Morgantown,WV,26505,US,39.59532,-79.92287
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Little General - South Fairmont SNS,1314 Grafton Rd,Morgantown,WV,26508,US,39.59532,-79.92287
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,"Mars, Seven Fields",675 Castle Creek Drive,Mars,PA,16046,US,40.6849606,-80.0662502
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,"Mars, Seven Fields",19090 Perry Highway,Mars,PA,16046,US,40.67387,-80.0974133
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Masontown,R.D. #1 Box 30,Masontown,PA,15461,US,39.94577,-79.68183
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,McCandless,9100 Perry Highway,Pittsburgh,PA,15237,US,40.5723509,-80.0365907
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,McKees Rocks,351 Stanhope Street,Pittsburgh,PA,15204,US,40.4633641,-80.0562387
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,McKeesport,2105 Walnut Street,McKeesport,PA,15132,US,40.40726,-80.04802
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,McKeesport,600 Lysle Boulevard,McKeesport,PA,15132,US,40.40726,-80.04802
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,McMurray,120 East McMurray Road,McMurray,PA,15317,US,40.2725393,-80.1257361
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Millvale,1329 Babcock Blvd,Millvale,PA,15209,US,40.4957371,-79.9768987
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Millvale,300 Grant Avenue,Millvale,PA,15209,US,40.4795703,-79.9721353
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Monroeville,1855 Haymaker Road,Monroeville,PA,15146,US,40.54811,-80.23688
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Monroeville,2700 Mosside Blvd,Monroeville,PA,15147,US,40.4342471,-79.7535382
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Moorefield Express,Route 220 N MainSt,Moorefield,WV,26836,US,39.072595,-78.965564
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Mount Pleasant,210 North Diamond Street ,Mt. Pleasant,PA,15666,US,40.151456,-79.538162
https://www.shopnsavefood.com/DesktopModules/StoreLocator/API/StoreWebAPI.asmx/GetAllStores,Mt Washington,125 Virginia Ave,Pittsburgh,PA,15211,US,40.429554,-80.008192
